,cid,name,atc_code
741,771,"3-[18-(2-Carboxyethyl)-13-ethenyl-8-(1-hydroxy-5,9,13-trimethyltetradeca-4,8,12-trienyl)-3,7,12,17-tetramethyl-1,2,3,6,7,8,9,12,17,18,21,22,23,24-tetradecahydroporphyrin-2-yl]propanoic acid",
742,773,DL-Histidine,
743,774,Histamine,
744,775,omega-Formyl histamine,
745,776,Histidinol,
746,777,4-Amino-5-hydroxymethyl-2-methylpyrimidine,
747,778,DL-Homocysteine,
748,779,DL-Homoserine,
749,780,Homogentisic acid,
750,781,Thiocyanic acid,
751,782,"3-(2,5-Dioxoimidazolidin-4-yl)propanoic acid",
752,783,Hydrogen,
753,786,P-(4-Hydroxy-3-methyl-2-buten-1-yl) trihydrogen (diphosphate),
754,787,Hydroxylamine,
755,788,Hydroxymethylbilane,
756,789,CID 789,
757,790,CID 790,
758,791,DL-Isoleucine,
759,792,3-(Imidazol-4-yl)-2-oxopropyl phosphate,
760,793,2-hydroxy-3-(1H-imidazol-5-yl)propanoic acid,
761,794,3-(1H-imidazol-5-yl)-2-oxopropanoic acid,
762,795,Imidazole,
763,796,Iminoaspartic acid,
764,797,CID 797,
765,798,Indole,
766,799,1-C-(Indol-3-yl)glycerol 3-phosphate,
767,800,2-(1H-indol-3-yl)acetaldehyde,
768,801,Indole-3-acetate,
769,802,Indole-3-acetic acid,
770,803,Indole-3-pyruvic acid,
771,804,CID 804,
772,805,"(2,3,5,6-Tetrahydroxy-4-phosphonooxycyclohexyl) dihydrogen phosphate",
773,806,"(2,3,5-Trihydroxy-4,6-diphosphonooxycyclohexyl) dihydrogen phosphate",
774,808,"S-{1-[5-(6-Amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]-3,5,9-trihydroxy-8,8-dimethyl-3,5,10,14-tetraoxo-2,4,6-trioxa-11,15-diaza-3lambda~5~,5lambda~5~-diphosphaheptadecan-17-yl} 2-methylpropanethioate",
775,809,"5-[(1-Carboxyethenyl)oxy]-6-hydroxycyclohexa-1,3-diene-1-carboxylic acid",
776,810,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-methylbutanethioate",
777,811,Itaconic acid,
778,812,CID 812,
779,813,Potassium ion,
780,814,CID 814,
781,815,"4,6-Diamino-3-[(6-amino-6-deoxyhexopyranosyl)oxy]-2-hydroxycyclohexyl 3-amino-3-deoxyhexopyranoside",
782,816,Becanamycin,
783,817,"4,5,6,7,8-Pentahydroxy-2-oxooctanoic acid",
784,818,"4,5,6,7-Tetrahydroxy-2-oxo-8-phosphonooxyoctanoic acid",
785,819,"6-(1,2-Dihydroxyethyl)-4,5-dihydroxy-2-[[6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]oxane-2-carboxylic acid",
786,820,"2-[2-Carboxy-6-(1,2-dihydroxyethyl)-2-[[5-(3-dodecanoyloxytetradecanoylamino)-6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]-5-hydroxyoxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid",
787,821,"2-[2-Carboxy-6-(1,2-dihydroxyethyl)-2-[[5-(3-dodecanoyloxytetradecanoylamino)-6-[[3-hydroxy-6-[hydroxy(phosphonooxy)phosphoryl]oxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)oxan-2-yl]methoxy]-3-phosphonooxy-4-(3-tetradecanoyloxytetradecanoyloxy)oxan-2-yl]methoxy]-5-hydroxyoxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid",
788,822,"2-[6-Carboxy-2-(1,2-dihydroxyethyl)-4-hydroxy-6-[[6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]oxan-3-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid",
789,823,Choline alfoscerate;L-alpha-GPC;L-alpha-Lecithin,
790,824,DL-Norvaline,
791,825,4-Hydroxyproline,
792,826,"Alanyl-N-(5-amino-1,5-dicarboxypentyl)glutamine",
793,827,Pentitol,
794,828,Argininosuccinate,
795,829,2-Amino-4-oxobutanoic acid,
796,830,D-Azaserine,
797,831,2-(2-Amino-2-carboxyethoxy)-2-hydroxyethenediazonium,
798,832,2-Amino-4-oxo-4-phosphonooxybutanoic acid,
799,833,DL-Citrulline,
800,834,Cystathionine,
801,835,"5-(1,2-Dihydroxyethyl)oxolane-2,3,4-trione",
802,836,DL-Dopa,
803,837,"5,6-dioxo-2,4-dihydro-1H-indole-2-carboxylic acid",
804,839,2-Amino-4-hydroxypentanedioic acid,
805,840,6-Deoxy-Hexose,
806,841,"1,3,4,5-Tetrahydroxyhexan-2-one",
807,842,2-Amino-5-[(1-carboxy-2-sulfanylethyl)amino]-5-oxopentanoic acid,
808,843,5-Oxo-5-(phosphonooxy)norvaline,
809,844,2-Amino-5-oxopentanoic acid,
810,845,Phosphoric acid 2-amino-3-(1H-imidazole-4-yl)propyl ester,
811,846,Kynurenine,
812,847,Methionine sulfoxide,
813,848,"2,4-Dihydroxy-3,3-dimethylbutanoic acid",
814,849,Pipecolic acid,
815,850,"[(2,3,5-Trihydroxy-4-oxopentyl)oxy]phosphonic acid",
816,851,2-Amino-3-selanylpropanoic acid,
817,852,2-Amino-3-methylsuccinic acid,
818,853,DL-Thyroxine,
819,854,DL-Arabinose,
820,855,Lactaldehyde,
821,856,"Lanosta-8,24-dien-3-ol",
822,857,DL-Leucine,
823,858,CID 858,
824,859,"6-[2-[(4-Amino-4-carboxybutanoyl)amino]-3-oxo-3-(2-oxopropylamino)propyl]sulfanyl-5-hydroxyicosa-7,9,11,14-tetraenoic acid",
825,860,"9,12,15-Octadecatrienoic acid",
826,862,[3-Hydroxy-2-[[6-(hydroxymethyl)-3-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-5-phosphonooxyoxan-2-yl]oxymethyl]-5-(3-hydroxytetradecanoylamino)-6-phosphonooxyoxan-4-yl] 3-hydroxytetradecanoate,
827,863,Lipoamide,
828,865,"2,6-Diaminopimelic acid",
829,866,DL-Lysine,
830,867,Malonic acid,
831,868,3-Oxopropanoic acid,
832,869,"1-[5-(6-Amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]-3,5,9-trihydroxy-8,8-dimethyl-3,5,10,14,19-pentaoxo-2,4,6-trioxa-18-thia-11,15-diaza-3lambda~5~,5lambda~5~-diphosphahenicosan-21-oic acid (non-preferred name)",
833,870,D-Mannan,
834,871,Maltotriose,
835,872,Isomaltose,
836,873,3-(2-Hydroxyphenyl)propanoic acid,
837,874,Citronic acid; Methylfumaric acid,
838,875,"2,3-Dihydroxybutanedioic acid",
839,877,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methylprop-2-enethioate",
840,878,Methanethiol,
841,879,CID 879,
842,880,Methylglyoxal,
843,881,Methanide,
844,882,CID 882,
845,883,CID 883,
846,884,CID 884,
847,885,CID 885,
848,886,CID 886,
849,887,Methanol,
850,888,Magnesium ion,
851,889,CID 889,
852,890,Phytic acid,
853,891,3-Methoxycarbonylpent-2-enedioic acid,
854,893,methyl coenzyme M,
855,894,"2-[[3,4-Dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]amino]benzoic acid",
856,895,6-(6-Aminohexanamido)hexanoic acid,
857,897,"N-[2-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide",
858,898,"(5-Acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate",
859,899,N-Acetylhexosamine,
860,900,N-acetyl-D-hexosamine 1-phosphate,
861,901,N-(1-Hydroxyethylidene)-5-oxo-5-(phosphonooxy)norvaline,
862,902,"Butanoic acid, 4-(acetylamino)-2-amino-",
863,903,N-Acetyl-5-hydroxytryptamine,
864,904,Acetanilide,
865,905,CID 905,
866,906,Sialic acid,
867,907,N-Acetyl-ornithine,
868,908,Formiminoglycine,
869,909,n-Formimidoyl-glutamic acid,
870,910,N-formylkynurenine,
871,911,N-Formyl-DL-methionine,
872,912,"1H-Imidazole-4-ethanamine, N-methyl-",
873,913,N-methylphenylethanolamine,
874,914,3-(1H-indol-3-yl)-2-(methylamino)propanoic acid,
875,915,N-Succinyl-2-amino-6-oxopimelate,
876,916,N1-acetylspermine,
877,917,"1-methyl-2,3,6,7-tetrahydro-1H-purin-6-amine",
878,918,2-(3-Carboxypropanoylamino)pentanedioic acid,
879,919,2-(3-Carboxypropanoylamino)-5-hydroxypentanoic acid,
880,920,N~2~-(3-Carboxypropanoyl)ornithine,
881,921,6-Amino-1-methyl-hexahydropyrimidin-2-one,
882,922,2-Amino-5-(methylamino)-5-oxopentanoic acid,
883,923,Sodium ion,
884,924,CID 924,
885,925,Endopride,
886,926,"[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",
887,927,"[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (3,4-dihydroxyoxolan-2-yl)methyl hydrogen phosphate",
888,928,Dihydronicotinamide-adenine dinucleotide,
889,929,"[[5-(6-Aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",
890,930,Dihydro-nicotinamide-adenine-dinucleotide phosphate,
891,931,Naphthalene,
892,932,"5,7-Dihydroxy-2-(4-hydroxyphenyl)chroman-4-one",
893,933,Hydroxyammonium,
894,934,Nickel (II) ion,
895,935,Nickel,
896,937,Nicotinate,
897,939,"[5-(3-Carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",
898,940,1-(|A-D-ribofuranosyl)-nicotinamide,
899,941,"1-[3,4-Dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]pyridin-1-ium-3-carboxylic acid",
900,942,3-(1-Methylpyrrolidin-2-yl)pyridine,
901,943,Nitrate,
902,944,Nitric Acid,
903,945,Nitroxyl,
904,946,Nitrite,
905,949,"N,N-Dimethylaniline",
906,950,"N,N-Dimethylaniline N-oxide",
907,951,"4-(2-Amino-1-hydroxyethyl)benzene-1,2-diol",
908,952,"1,4-Anhydro-l-ribitol",
909,953,O-Phosphorylhomoserine,
910,954,"Homoserine, O-succinyl-",
911,955,2-Succinylbenzoate,
912,956,2-Succinylbenzoyl-coenzyme A,
913,957,1-Octanol,
914,958,"2-Methoxy-6-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaen-1-yl)cyclohexa-2,5-diene-1,4-dione",
915,959,"5-Methoxy-2-methyl-3-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)cyclohexa-2,5-diene-1,4-dione",
916,960,CID 960,
917,961,Hydroxide,
918,962,Water,
919,963,"[2-[[[5-(2,4-Dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)-3-(3-hydroxytetradecanoylamino)oxan-4-yl] 3-hydroxytetradecanoate",
920,964,3-Hydroxypyruvic acid,
921,965,9-Octadecenoic acid,
922,966,Oleyl-CoA,
923,967,Orotic acid,
924,968,"2,6-Dioxo-3-(5-O-phosphonopentofuranosyl)-1,2,3,6-tetrahydropyrimidine-4-carboxylic acid",
925,969,"2-[[4-carboxy-4-[2-[hydroxy-[2,3,4-trihydroxy-5-(2,4,8-trioxo-1H-pyrimido[4,5-b]quinolin-10-yl)pentoxy]phosphoryl]oxypropanoylamino]butanoyl]amino]pentanedioic acid",
926,970,Oxalacetic acid,
927,971,Oxalic Acid,
928,972,Oxalosuccinic acid,
929,973,Oxalyl-coenzyme A; (Acyl-CoA); [M+H]+,
930,974,Oxamic acid,
931,975,L-Glutathione Oxidized Hexhydrate,
932,976,2-Oxopent-4-enoic acid,
933,979,4-Hydroxyphenylpyruvic acid,
934,980,4-Nitrophenol,
935,981,N-[5-Amino-1-(5-O-phosphonopentofuranosyl)-1H-imidazole-4-carbonyl]aspartic acid,
936,982,ApppA,
937,983,Triphosphoric acid,
938,984,Hexadecanal,
939,985,Palmitic Acid,
940,986,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-2-[[[[(3R)-3-[2-(2-hexadecanoylsulfanylethylcarbamoyl)ethylcarbamoyl]-3-hydroxy-2,2-dimethyl-propoxy]-hydroxy-phosphoryl]oxy-hydroxy-phosphoryl]oxymethyl]-4-hydroxy-oxolan-3-yl]oxyphosphonic acid",
941,987,"n~3~-[2-Hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-n-(2-sulfanylethyl)-beta-alaninamide",
942,988,DL-Pantothenic acid,
943,989,DL-Pantolactone,
944,990,3'-Phosphonato-5'-adenylyl sulfate,
945,991,Parathion,
946,992,Pentachlorophenol,
947,993,Pentofuranose,
948,994,DL-Phenylalanine,
949,995,Phenanthrene,
950,997,Phenylpyruvic acid,
951,998,Phenylacetaldehyde,
952,999,Phenylacetic Acid,
953,1000,2-Amino-1-phenylethanol,
954,1001,Phenethylamine,
955,1002,5-Phenylhydantoin,
956,1003,Dihydrogenphosphate,
957,1004,Phosphoric Acid,
958,1005,Phosphoenolpyruvate,
959,1006,2-Amino-3-hydroxy-4-phosphonooxybutanoate,
960,1007,2-Amino-3-hydroxy-4-phosphonooxybutanoic acid,
961,1008,"[5-[6-Amino-1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]purin-1-ium-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",
962,1009,6-amino-9-[5-O-(hydroxy{[hydroxy(phosphonooxy)phosphoryl]oxy}phosphoryl)pentofuranosyl]-1-(5-O-phosphonopentofuranosyl)-9H-purin-1-ium,
963,1010,5-Phosphoribosyl-4-carboxy-5-aminoimidazole,
964,1011,5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide dianion,
965,1012,"[5-[[[5-Carbamoyl-3-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]imidazol-4-yl]amino]methylideneamino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",
966,1013,"[5-[4-Carbamoyl-5-[(3,4-dihydroxy-2-oxo-5-phosphonooxypentyl)iminomethylamino]imidazol-1-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",
967,1014,Phosphocholine,
968,1015,2-Aminoethyl dihydrogen phosphate,
969,1016,O-Phospho-DL-threonine,
970,1017,Phthalic acid,
971,1018,Picolinic acid,
972,1019,(2-Hydroxy-5-nitrophenyl) dihydrogen phosphate,
973,1020,"7-Methylocta-2,6-dienyl phosphono hydrogen phosphate",
974,1021,Porphobilinogen,
975,1022,"2,3,12,23-Tetrahydroporphyrin",
976,1023,Pyrophosphoric acid,
977,1024,Pyrroloquinoline quinone,
978,1025,"2-amino-6-[hydroxy-(5-hydroxy-2-oxido-2-oxo-1,3,2lambda5-dioxaphosphinan-4-yl)methyl]-4a,5,8,8a-tetrahydro-3H-pteridin-4-one",
979,1026,"2-amino-6-[(2,5-dihydroxy-2-oxo-1,3,2lambda5-dioxaphosphinan-4-yl)-hydroxymethyl]-4a,5,8,8a-tetrahydro-3H-pteridin-4-one",
980,1027,3-Hydroxypregn-5-en-20-one,
981,1028,Prephenic acid,
982,1029,"2,6-Diamino-5-hydroxyhexanoic acid",
983,1030,Propylene Glycol,
984,1032,Propionic Acid,
985,1033,Propionoyl-CoA,
986,1034,Propanoyl phosphate,
987,1035,"7-[6-(3-Hydroxyoct-1-en-1-yl)-2,3-dioxabicyclo[2.2.1]heptan-5-yl]hept-5-enoic acid",
988,1036,CID 1036,
989,1037,"3-[18-(2-Carboxyethyl)-7,12-bis(ethenyl)-3,8,13,17-tetramethyl-2,3,6,7,8,11,12,13,14,17,21,22,23,24-tetradecahydroporphyrin-2-yl]propanoic acid",
990,1038,Hydron,
991,1039,"3-[18-(2-Carboxyethyl)-8,13-bis(ethenyl)-3,7,12,17-tetramethyl-1,2,3,4,5,6,7,8,9,10,13,15,16,17,18,19,20,21,22,24-icosahydroporphyrin-2-yl]propanoic acid",
992,1040,"3-[18-(2-Carboxyethyl)-7,12-bis(ethenyl)-3,8,13,17-tetramethyl-3,12,13,21-tetrahydroporphyrin-2-yl]propanoic acid",
993,1041,"[3,4-Dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl] phosphono hydrogen phosphate",
994,1042,"[5-(2,4-dioxo-1H-pyrimidin-5-yl)-3,4-dihydroxy-oxolan-2-yl]methoxyphosphonic acid",
995,1043,Pteridine,
996,1044,Purine,
997,1045,"1,4-Diaminobutane",
998,1047,Pyrazine-2-carboxylic acid,
999,1048,Pyrazole,
1000,1049,Pyridine,
1001,1050,Pyridoxal,
1002,1052,Pyridoxamine,
1003,1053,Pyridoxamine phosphate,
1004,1055,Pyridoxine phosphate,
1005,1056,Dihydropyrimidine,
1006,1057,Pyrogallol,
1007,1058,"Diphosphate, trihydrogen",
1008,1059,"4-hydroxy-3,4-dihydro-2H-pyrrole-2-carboxylic acid",
1009,1060,Pyruvic Acid,
1010,1061,Phosphate ion,
1011,1062,"2-(3,7-Dimethylocta-2,6-dien-1-yl)-5,6-dimethoxy-3-methylbenzene-1,4-diol",
1012,1063,"2-Amino-5-[[(4,5-dihydroxycyclopent-2-en-1-yl)amino]methyl]pyrrolo[2,3-d]pyrimidin-4-one",
1013,1064,"1,3,4,5-Tetrahydroxycyclohexanecarboxylic acid",
1014,1065,"Cinchonan-9-ol, 6'-methoxy-, (8alpha,9R)-",
1015,1066,Quinolinic acid,
1016,1067,"2-[[4-Carboxy-4-[2-[hydroxy-[2,3,4-trihydroxy-5-(8-hydroxy-2,4-dioxo-1,5,5a,6,7,8,9,9a-octahydropyrimido[4,5-b]quinolin-10-yl)pentoxy]phosphoryl]oxypropanoylamino]butanoyl]amino]pentanedioic acid",
1017,1068,Dimethyl sulfide,
1018,1069,"2-Methyl-3-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)-1,4-dihydronaphthalene-1,4-diol",
1019,1070,"Retinal, 9-cis-",
1020,1071,"3,7-Dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraen-1-ol",
1021,1072,"1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol",
1022,1073,"[3,4-Dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl] dihydrogen phosphate",
1023,1074,1-o-Phosphonopentofuranose,
1024,1075,CID 1075,
1025,1076,S-acetyldihydrolipoamide,
1026,1077,"[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-(3-carboxy-3-oxopropyl)-methylsulfanium",
1027,1078,"(3-Aminopropyl){[5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl}methylsulfanium (non-preferred name)",
1028,1079,(+)-[6]-Gingerol; (S)-(+)-[6]Gingerol; (S)-[6]Gingerol,
1029,1080,S-Carboxymethylcysteine,
1030,1081,Citramalic acid,
1031,1082,H-DL-gGlu-DL-Cys(MeOH)-Gly-OH,
1032,1083,(R)-S-lactoylglutathionate anion,
1033,1084,Thiosulfate ion,
1034,1085,CID 1085,
1035,1086,Dithionite,
1036,1087,L-Saccharopin,
1037,1088,Sarcosine,
1038,1089,Selenic acid,
1039,1090,Selenite,
1040,1091,Selenious acid,
1041,1092,Phosphoroselenoic acid,
1042,1093,"[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] 2-amino-3-hydroxypropanoate",
1043,1094,"3,4,5-Trihydroxy-1-cyclohexene-1-carboxylic acid",
1044,1095,Shikimic acid-3-phosphate,
1045,1096,"iron(3+);3-[7,13,17-tris(2-carboxyethyl)-3,8,12,18-tetrakis(carboxymethyl)-12,18-dimethyl-2,3,8,9,13,17-hexahydro-1H-porphyrin-21,22,24-triid-2-yl]propanoic acid",
1046,1097,"3-[7,13,17-Tris(2-carboxyethyl)-3,8,12,18-tetrakis(carboxymethyl)-12,18-dimethyl-1,2,3,8,9,13,17,21,22,24-decahydroporphyrin-2-yl]propanoic acid",
1047,1098,"3-[8,13,18-Tris(2-carboxyethyl)-3,7,12,17-tetrakis(carboxymethyl)-7,12-dimethyl-2,8,13,19,20,22-hexahydroporphyrin-2-yl]propanoic acid",
1048,1099,Sulfite,
1049,1100,Sulfurous Acid,
1050,1101,"Sorbose, L-",
1051,1102,Spermidine,
1052,1103,Spermine,
1053,1104,Erythrosphingosine; erythro-C18-Sphingosine; trans-4-Sphingenine,
1054,1105,Super Squalene; trans-Squalene;AddaVax,
1055,1106,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octadecanethioate",
1056,1107,Sterol,
1057,1108,Sterone-ring,
1058,1109,CID 1109,
1059,1110,Succinic Acid,
1060,1111,"4-[2-[3-[[4-[[[5-(6-Aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxobutanoic acid",
1061,1112,Succinic semialdehyde,
1062,1113,"4-[[2-[3-[(4-Amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-4-hydroxybutanoic acid",
1063,1114,"2-(3-Carboxypropanoyl)-6-hydroxycyclohexa-1,3-diene-1-carboxylic acid",
1064,1115,Hex-2-ulofuranosyl hexopyranoside,
1065,1116,Hex2ulof6P(?2-1?)Hex,
1066,1117,Sulfate,
1067,1118,Sulfuric Acid,
1068,1119,Sulfur Dioxide,
1069,1120,"3,7,11,15,19,23,27,31,35,39-Decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaenyl phosphono hydrogen phosphate",
1070,1121,"3,7,11,15,19,23,27,31,35,39,43-Undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-yl trihydrogen diphosphate",
1071,1122,2-Hydroxy-3-oxopropanoic acid,
1072,1123,Taurine,
1073,1124,"1-{2-Deoxy-5-o-[hydroxy(phosphonooxy)phosphoryl]pentofuranosyl}-5-methylpyrimidine-2,4(1h,3h)-dione",
1074,1125,CID 1125,
1075,1126,Myristoyl coenzyme A,
1076,1127,Tetrahydrothiophene,
1077,1128,Tetramethylene sulfoxide,
1078,1129,CID 1129,
1079,1131,Thiamine monophosphate,
1080,1132,Thiamine diphosphate,
1081,1133,Thioglycolic acid,
1082,1134,L-Thymidine,
1083,1135,Thymine,
1084,1136,4-Methyl-5-thiazoleethanol,
1085,1137,4-Methyl-5-hydroxyethylthiazole phosphate,
1086,1138,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methylbut-2-enethioate",
1087,1139,"[3-Hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methyl dihydrogen phosphate",
1088,1140,Toluene,
1089,1141,"3-Methylcyclohexa-3,5-diene-1,2-diol",
1090,1142,"5-[2-[3-[[4-[[[5-(6-Aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-3-methyl-5-oxopent-3-enoic acid",
1091,1143,"alpha-D-Glucopyranoside, alpha-D-glucopyranosyl",
1092,1144,6-o-Phosphonohexopyranosyl hexopyranoside,
1093,1145,Trimethylamine oxide,
1094,1146,Trimethylamine,
1095,1147,Trimethylsulfonium,
1096,1148,DL-Tryptophan,
1097,1149,2-Amino-5-[[1-[[2-[4-[3-[[2-[[2-[(4-amino-4-carboxybutanoyl)amino]-3-sulfanylpropanoyl]amino]acetyl]amino]propylamino]butylamino]-2-oxoethyl]amino]-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,
1098,1150,Tryptamine,
1099,1151,Deoxythymidine triphosphate,
1100,1152,Tungstic acid,
1101,1153,DL-Tyrosine,
1102,1154,"2-(3,7,11,15,19,23,27,31,35,39-Decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaenyl)-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-diol",
1103,1155,"2,3-Dimethoxy-5-methyl-6-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)cyclohexa-2,5-diene-1,4-diol",
1104,1156,Coenzyme Q10 semiquinone,
1105,1157,"2,3-Dimethoxy-5-methyl-6-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)cyclohexa-2,5-diene-1,4-dione",
1106,1158,UDP-Na,
1107,1159,CID 1159,
1108,1160,"2-[2-[2-[3-Acetamido-2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]pentanedioic acid",
1109,1161,"2-[[4-[2-[2-[3-Acetamido-2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoylamino]-4-carboxybutanoyl]amino]-6-aminoheptanedioic acid",
1110,1162,"2-[3-Acetamido-2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxyprop-2-enoic acid",
